"Notes"	"Year"	"Year Code"	"County"	"County Code"	"Gender"	"Gender Code"	"Single Race 6"	"Single Race 6 Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"2018"	"2018"	"Albany County, NY"	"36001"	"Female"	"F"	"White"	"2106-3"	"Cardiac arrest, unspecified"	"I46.9"	14	119942	Unreliable
	"2018"	"2018"	"Albany County, NY"	"36001"	"Female"	"F"	"White"	"2106-3"	"Atrial fibrillation and flutter"	"I48"	29	119942	24.2
	"2018"	"2018"	"Albany County, NY"	"36001"	"Female"	"F"	"White"	"2106-3"	"Congestive heart failure"	"I50.0"	26	119942	21.7
	"2018"	"2018"	"Albany County, NY"	"36001"	"Female"	"F"	"White"	"2106-3"	"Heart failure, unspecified"	"I50.9"	13	119942	Unreliable
	"2018"	"2018"	"Albany County, NY"	"36001"	"Female"	"F"	"White"	"2106-3"	"Stroke, not specified as haemorrhage or infarction"	"I64"	23	119942	19.2
	"2018"	"2018"	"Albany County, NY"	"36001"	"Female"	"F"	"White"	"2106-3"	"Pneumonia, unspecified"	"J18.9"	27	119942	22.5
	"2018"	"2018"	"Albany County, NY"	"36001"	"Female"	"F"	"White"	"2106-3"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	15	119942	Unreliable
	"2018"	"2018"	"Albany County, NY"	"36001"	"Female"	"F"	"White"	"2106-3"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	50	119942	41.7
	"2018"	"2018"	"Albany County, NY"	"36001"	"Female"	"F"	"White"	"2106-3"	"Pneumonitis due to food and vomit"	"J69.0"	11	119942	Unreliable
	"2018"	"2018"	"Albany County, NY"	"36001"	"Female"	"F"	"White"	"2106-3"	"Chronic kidney disease, stage 5"	"N18.5"	13	119942	Unreliable
	"2018"	"2018"	"Albany County, NY"	"36001"	"Female"	"F"	"White"	"2106-3"	"Urinary tract infection, site not specified"	"N39.0"	11	119942	Unreliable
	"2018"	"2018"	"Albany County, NY"	"36001"	"Female"	"F"	"White"	"2106-3"	"Unspecified fall"	"W19"	10	119942	Unreliable
	"2018"	"2018"	"Albany County, NY"	"36001"	"Male"	"M"	"White"	"2106-3"	"Septicaemia, unspecified"	"A41.9"	19	113130	Unreliable
	"2018"	"2018"	"Albany County, NY"	"36001"	"Male"	"M"	"White"	"2106-3"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	13	113130	Unreliable
	"2018"	"2018"	"Albany County, NY"	"36001"	"Male"	"M"	"White"	"2106-3"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	17	113130	Unreliable
	"2018"	"2018"	"Albany County, NY"	"36001"	"Male"	"M"	"White"	"2106-3"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	81	113130	71.6
	"2018"	"2018"	"Albany County, NY"	"36001"	"Male"	"M"	"White"	"2106-3"	"Malignant neoplasm of prostate"	"C61"	26	113130	23.0
	"2018"	"2018"	"Albany County, NY"	"36001"	"Male"	"M"	"White"	"2106-3"	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	10	113130	Unreliable
	"2018"	"2018"	"Albany County, NY"	"36001"	"Male"	"M"	"White"	"2106-3"	"Malignant neoplasm without specification of site"	"C80"	21	113130	18.6
	"2018"	"2018"	"Albany County, NY"	"36001"	"Male"	"M"	"White"	"2106-3"	"Unspecified diabetes mellitus, without complications"	"E14.9"	26	113130	23.0
	"2018"	"2018"	"Albany County, NY"	"36001"	"Male"	"M"	"White"	"2106-3"	"Unspecified dementia"	"F03"	44	113130	38.9
	"2018"	"2018"	"Albany County, NY"	"36001"	"Male"	"M"	"White"	"2106-3"	"Parkinson disease"	"G20"	18	113130	Unreliable
	"2018"	"2018"	"Albany County, NY"	"36001"	"Male"	"M"	"White"	"2106-3"	"Alzheimer disease, unspecified"	"G30.9"	18	113130	Unreliable
	"2018"	"2018"	"Albany County, NY"	"36001"	"Male"	"M"	"White"	"2106-3"	"Acute myocardial infarction, unspecified"	"I21.9"	35	113130	30.9
	"2018"	"2018"	"Albany County, NY"	"36001"	"Male"	"M"	"White"	"2106-3"	"Atherosclerotic heart disease"	"I25.1"	127	113130	112.3
	"2018"	"2018"	"Albany County, NY"	"36001"	"Male"	"M"	"White"	"2106-3"	"Cardiac arrest, unspecified"	"I46.9"	12	113130	Unreliable
	"2018"	"2018"	"Albany County, NY"	"36001"	"Male"	"M"	"White"	"2106-3"	"Congestive heart failure"	"I50.0"	19	113130	Unreliable
	"2018"	"2018"	"Albany County, NY"	"36001"	"Male"	"M"	"White"	"2106-3"	"Pneumonia, unspecified"	"J18.9"	32	113130	28.3
	"2018"	"2018"	"Albany County, NY"	"36001"	"Male"	"M"	"White"	"2106-3"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	32	113130	28.3
	"2018"	"2018"	"Albany County, NY"	"36001"	"Male"	"M"	"White"	"2106-3"	"Pneumonitis due to food and vomit"	"J69.0"	19	113130	Unreliable
	"2018"	"2018"	"Albany County, NY"	"36001"	"Male"	"M"	"White"	"2106-3"	"Chronic kidney disease, stage 5"	"N18.5"	12	113130	Unreliable
	"2018"	"2018"	"Albany County, NY"	"36001"	"Male"	"M"	"White"	"2106-3"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	15	113130	Unreliable
	"2018"	"2018"	"Albany County, NY"	"36001"	"Male"	"M"	"White"	"2106-3"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	10	113130	Unreliable
	"2018"	"2018"	"Albany County, NY"	"36001"	"Male"	"M"	"White"	"2106-3"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	10	113130	Unreliable
	"2018"	"2018"	"Allegany County, NY"	"36003"	"Female"	"F"	"White"	"2106-3"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	13	21882	Unreliable
	"2018"	"2018"	"Allegany County, NY"	"36003"	"Female"	"F"	"White"	"2106-3"	"Unspecified dementia"	"F03"	21	21882	96.0
	"2018"	"2018"	"Allegany County, NY"	"36003"	"Female"	"F"	"White"	"2106-3"	"Alzheimer disease, unspecified"	"G30.9"	10	21882	Unreliable
	"2018"	"2018"	"Allegany County, NY"	"36003"	"Female"	"F"	"White"	"2106-3"	"Acute myocardial infarction, unspecified"	"I21.9"	11	21882	Unreliable
	"2018"	"2018"	"Allegany County, NY"	"36003"	"Female"	"F"	"White"	"2106-3"	"Atherosclerotic heart disease"	"I25.1"	11	21882	Unreliable
	"2018"	"2018"	"Allegany County, NY"	"36003"	"Female"	"F"	"White"	"2106-3"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	19	21882	Unreliable
	"2018"	"2018"	"Allegany County, NY"	"36003"	"Male"	"M"	"White"	"2106-3"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	16	22486	Unreliable
	"2018"	"2018"	"Allegany County, NY"	"36003"	"Male"	"M"	"White"	"2106-3"	"Unspecified dementia"	"F03"	11	22486	Unreliable
	"2018"	"2018"	"Allegany County, NY"	"36003"	"Male"	"M"	"White"	"2106-3"	"Acute myocardial infarction, unspecified"	"I21.9"	14	22486	Unreliable
	"2018"	"2018"	"Allegany County, NY"	"36003"	"Male"	"M"	"White"	"2106-3"	"Atherosclerotic heart disease"	"I25.1"	12	22486	Unreliable
	"2018"	"2018"	"Allegany County, NY"	"36003"	"Male"	"M"	"White"	"2106-3"	"Pneumonia, unspecified"	"J18.9"	11	22486	Unreliable
	"2018"	"2018"	"Allegany County, NY"	"36003"	"Male"	"M"	"White"	"2106-3"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	22	22486	97.8
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"Asian"	"A"	"Atherosclerotic heart disease"	"I25.1"	14	33312	Unreliable
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Septicaemia, unspecified"	"A41.9"	24	334392	7.2
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	11	334392	Unreliable
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	31	334392	9.3
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	25	334392	7.5
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	68	334392	20.3
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	75	334392	22.4
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	10	334392	Unreliable
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Endometrium - Malignant neoplasms"	"C54.1"	21	334392	6.3
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Malignant neoplasm of uterus, part unspecified"	"C55"	32	334392	9.6
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Malignant neoplasm of ovary"	"C56"	10	334392	Unreliable
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Malignant neoplasm without specification of site"	"C80"	21	334392	6.3
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	15	334392	Unreliable
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Unspecified diabetes mellitus, without complications"	"E14.9"	36	334392	10.8
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Vascular dementia, unspecified"	"F01.9"	15	334392	Unreliable
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Unspecified dementia"	"F03"	62	334392	18.5
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Alzheimer disease, unspecified"	"G30.9"	31	334392	9.3
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Essential (primary) hypertension"	"I10"	42	334392	12.6
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	33	334392	9.9
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	90	334392	26.9
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Hypertensive renal disease with renal failure"	"I12.0"	20	334392	6.0
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Acute myocardial infarction, unspecified"	"I21.9"	69	334392	20.6
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	113	334392	33.8
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Atherosclerotic heart disease"	"I25.1"	207	334392	61.9
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Congestive heart failure"	"I50.0"	10	334392	Unreliable
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Stroke, not specified as haemorrhage or infarction"	"I64"	24	334392	7.2
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Bacterial pneumonia, unspecified"	"J15.9"	19	334392	Unreliable
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Pneumonia, unspecified"	"J18.9"	35	334392	10.5
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	13	334392	Unreliable
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	38	334392	11.4
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Asthma, unspecified"	"J45.9"	12	334392	Unreliable
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Chronic kidney disease, stage 5"	"N18.5"	10	334392	Unreliable
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Other ill-defined and unspecified causes of mortality"	"R99"	13	334392	Unreliable
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	32	334392	9.6
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Septicaemia, unspecified"	"A41.9"	25	336533	7.4
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	10	336533	Unreliable
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	11	336533	Unreliable
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	41	336533	12.2
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	38	336533	11.3
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	105	336533	31.2
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	89	336533	26.4
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	11	336533	Unreliable
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Endometrium - Malignant neoplasms"	"C54.1"	11	336533	Unreliable
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasm of uterus, part unspecified"	"C55"	15	336533	Unreliable
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasm of ovary"	"C56"	29	336533	8.6
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	14	336533	Unreliable
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasm without specification of site"	"C80"	28	336533	8.3
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	18	336533	Unreliable
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Unspecified diabetes mellitus, without complications"	"E14.9"	47	336533	14.0
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Unspecified dementia"	"F03"	122	336533	36.3
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Parkinson disease"	"G20"	19	336533	Unreliable
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Alzheimer disease with late onset"	"G30.1"	11	336533	Unreliable
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Alzheimer disease, unspecified"	"G30.9"	120	336533	35.7
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Essential (primary) hypertension"	"I10"	62	336533	18.4
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	54	336533	16.0
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	91	336533	27.0
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Hypertensive renal disease with renal failure"	"I12.0"	25	336533	7.4
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Acute myocardial infarction, unspecified"	"I21.9"	106	336533	31.5
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	98	336533	29.1
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Atherosclerotic heart disease"	"I25.1"	390	336533	115.9
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Atrial fibrillation and flutter"	"I48"	11	336533	Unreliable
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Congestive heart failure"	"I50.0"	17	336533	Unreliable
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	16	336533	Unreliable
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Cerebral infarction, unspecified"	"I63.9"	13	336533	Unreliable
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Stroke, not specified as haemorrhage or infarction"	"I64"	45	336533	13.4
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Cerebral atherosclerosis"	"I67.2"	10	336533	Unreliable
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	28	336533	8.3
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Generalized and unspecified atherosclerosis"	"I70.9"	11	336533	Unreliable
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Bacterial pneumonia, unspecified"	"J15.9"	21	336533	6.2
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Lobar pneumonia, unspecified"	"J18.1"	30	336533	8.9
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Pneumonia, unspecified"	"J18.9"	67	336533	19.9
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	36	336533	10.7
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	54	336533	16.0
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Asthma, unspecified"	"J45.9"	16	336533	Unreliable
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Interstitial pulmonary disease, unspecified"	"J84.9"	14	336533	Unreliable
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Urinary tract infection, site not specified"	"N39.0"	10	336533	Unreliable
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Senility"	"R54"	17	336533	Unreliable
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Unspecified fall"	"W19"	17	336533	Unreliable
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	30	336533	8.9
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	17	336533	Unreliable
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Male"	"M"	"Asian"	"A"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	14	31135	Unreliable
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Male"	"M"	"Asian"	"A"	"Atherosclerotic heart disease"	"I25.1"	16	31135	Unreliable
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Male"	"M"	"Black or African American"	"2054-5"	"Septicaemia, unspecified"	"A41.9"	23	290408	7.9
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Male"	"M"	"Black or African American"	"2054-5"	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	15	290408	Unreliable
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Male"	"M"	"Black or African American"	"2054-5"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	28	290408	9.6
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Male"	"M"	"Black or African American"	"2054-5"	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	17	290408	Unreliable
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Male"	"M"	"Black or African American"	"2054-5"	"Liver, unspecified - Malignant neoplasms"	"C22.9"	10	290408	Unreliable
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Male"	"M"	"Black or African American"	"2054-5"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	26	290408	9.0
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Male"	"M"	"Black or African American"	"2054-5"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	90	290408	31.0
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Male"	"M"	"Black or African American"	"2054-5"	"Malignant neoplasm of prostate"	"C61"	59	290408	20.3
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Male"	"M"	"Black or African American"	"2054-5"	"Malignant neoplasm without specification of site"	"C80"	15	290408	Unreliable
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Male"	"M"	"Black or African American"	"2054-5"	"Multiple myeloma - Malignant neoplasms"	"C90.0"	14	290408	Unreliable
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Male"	"M"	"Black or African American"	"2054-5"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	16	290408	Unreliable
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Male"	"M"	"Black or African American"	"2054-5"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	15	290408	Unreliable
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Male"	"M"	"Black or African American"	"2054-5"	"Unspecified diabetes mellitus, without complications"	"E14.9"	26	290408	9.0
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Male"	"M"	"Black or African American"	"2054-5"	"Unspecified dementia"	"F03"	33	290408	11.4
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Male"	"M"	"Black or African American"	"2054-5"	"Alzheimer disease, unspecified"	"G30.9"	18	290408	Unreliable
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Male"	"M"	"Black or African American"	"2054-5"	"Essential (primary) hypertension"	"I10"	29	290408	10.0
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Male"	"M"	"Black or African American"	"2054-5"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	28	290408	9.6
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Male"	"M"	"Black or African American"	"2054-5"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	84	290408	28.9
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Male"	"M"	"Black or African American"	"2054-5"	"Hypertensive renal disease with renal failure"	"I12.0"	14	290408	Unreliable
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Male"	"M"	"Black or African American"	"2054-5"	"Acute myocardial infarction, unspecified"	"I21.9"	59	290408	20.3
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Male"	"M"	"Black or African American"	"2054-5"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	155	290408	53.4
	"2018"	"2018"	"Bronx County, NY"	"36005"	"Male"	"M"	"Black or African American"	"2054-5"	"Atherosclerotic heart disease"	"I25.1"	143	290408	49.2
