"Notes"	"Year"	"Year Code"	"County"	"County Code"	"Gender"	"Gender Code"	"Single Race 6"	"Single Race 6 Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"2019"	"2019"	"Albany County, NY"	"36001"	"Male"	"M"	"White"	"2106-3"	"Malaise and fatigue"	"R53"	12	112279	Unreliable
	"2019"	"2019"	"Albany County, NY"	"36001"	"Male"	"M"	"White"	"2106-3"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	13	112279	Unreliable
	"2019"	"2019"	"Allegany County, NY"	"36003"	"Female"	"F"	"White"	"2106-3"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	13	21723	Unreliable
	"2019"	"2019"	"Allegany County, NY"	"36003"	"Female"	"F"	"White"	"2106-3"	"Unspecified dementia"	"F03"	18	21723	Unreliable
	"2019"	"2019"	"Allegany County, NY"	"36003"	"Female"	"F"	"White"	"2106-3"	"Alzheimer disease, unspecified"	"G30.9"	13	21723	Unreliable
	"2019"	"2019"	"Allegany County, NY"	"36003"	"Female"	"F"	"White"	"2106-3"	"Atherosclerotic heart disease"	"I25.1"	18	21723	Unreliable
	"2019"	"2019"	"Allegany County, NY"	"36003"	"Female"	"F"	"White"	"2106-3"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	12	21723	Unreliable
	"2019"	"2019"	"Allegany County, NY"	"36003"	"Male"	"M"	"White"	"2106-3"	"Unspecified dementia"	"F03"	11	22325	Unreliable
	"2019"	"2019"	"Allegany County, NY"	"36003"	"Male"	"M"	"White"	"2106-3"	"Acute myocardial infarction, unspecified"	"I21.9"	13	22325	Unreliable
	"2019"	"2019"	"Allegany County, NY"	"36003"	"Male"	"M"	"White"	"2106-3"	"Atherosclerotic heart disease"	"I25.1"	11	22325	Unreliable
	"2019"	"2019"	"Allegany County, NY"	"36003"	"Male"	"M"	"White"	"2106-3"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	11	22325	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"Asian"	"A"	"Atherosclerotic heart disease"	"I25.1"	13	33294	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Septicaemia, unspecified"	"A41.9"	21	330229	6.4
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"HIV disease resulting in other bacterial infections"	"B20.1"	10	330229	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	33	330229	10.0
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	12	330229	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	30	330229	9.1
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	61	330229	18.5
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	81	330229	24.5
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	13	330229	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Endometrium - Malignant neoplasms"	"C54.1"	22	330229	6.7
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Malignant neoplasm of uterus, part unspecified"	"C55"	27	330229	8.2
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Malignant neoplasm of ovary"	"C56"	14	330229	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Malignant neoplasm without specification of site"	"C80"	13	330229	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Multiple myeloma - Malignant neoplasms"	"C90.0"	11	330229	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	24	330229	7.3
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Unspecified diabetes mellitus, without complications"	"E14.9"	53	330229	16.0
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Unspecified dementia"	"F03"	57	330229	17.3
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Parkinson disease"	"G20"	10	330229	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Alzheimer disease, unspecified"	"G30.9"	47	330229	14.2
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Essential (primary) hypertension"	"I10"	41	330229	12.4
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	30	330229	9.1
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	56	330229	17.0
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Hypertensive renal disease with renal failure"	"I12.0"	28	330229	8.5
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Acute myocardial infarction, unspecified"	"I21.9"	56	330229	17.0
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	114	330229	34.5
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Atherosclerotic heart disease"	"I25.1"	199	330229	60.3
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Congestive heart failure"	"I50.0"	11	330229	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Stroke, not specified as haemorrhage or infarction"	"I64"	27	330229	8.2
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	13	330229	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Bacterial pneumonia, unspecified"	"J15.9"	15	330229	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Lobar pneumonia, unspecified"	"J18.1"	11	330229	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Pneumonia, unspecified"	"J18.9"	37	330229	11.2
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	10	330229	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	21	330229	6.4
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Asthma, unspecified"	"J45.9"	15	330229	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Chronic kidney disease, stage 5"	"N18.5"	15	330229	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Other ill-defined and unspecified causes of mortality"	"R99"	10	330229	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	27	330229	8.2
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"Black or African American"	"2054-5"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	14	330229	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Septicaemia, unspecified"	"A41.9"	26	331989	7.8
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	44	331989	13.3
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Liver, unspecified - Malignant neoplasms"	"C22.9"	10	331989	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	38	331989	11.4
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	83	331989	25.0
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	84	331989	25.3
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Endometrium - Malignant neoplasms"	"C54.1"	16	331989	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasm of uterus, part unspecified"	"C55"	17	331989	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasm of ovary"	"C56"	29	331989	8.7
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	10	331989	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	15	331989	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasm without specification of site"	"C80"	33	331989	9.9
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Multiple myeloma - Malignant neoplasms"	"C90.0"	15	331989	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	13	331989	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	11	331989	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	15	331989	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Unspecified diabetes mellitus, without complications"	"E14.9"	50	331989	15.1
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Hyperlipidaemia, unspecified"	"E78.5"	10	331989	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Vascular dementia, unspecified"	"F01.9"	12	331989	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Unspecified dementia"	"F03"	98	331989	29.5
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Parkinson disease"	"G20"	27	331989	8.1
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Alzheimer disease, unspecified"	"G30.9"	127	331989	38.3
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Senile degeneration of brain, not elsewhere classified"	"G31.1"	16	331989	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Essential (primary) hypertension"	"I10"	73	331989	22.0
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	41	331989	12.3
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	60	331989	18.1
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Hypertensive renal disease with renal failure"	"I12.0"	28	331989	8.4
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Acute myocardial infarction, unspecified"	"I21.9"	97	331989	29.2
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	135	331989	40.7
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Atherosclerotic heart disease"	"I25.1"	346	331989	104.2
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Aortic (valve) stenosis"	"I35.0"	10	331989	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Atrial fibrillation and flutter"	"I48"	10	331989	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Congestive heart failure"	"I50.0"	22	331989	6.6
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Cardiovascular disease, unspecified"	"I51.6"	12	331989	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	10	331989	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Intracerebral haemorrhage, unspecified"	"I61.9"	11	331989	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Cerebral infarction, unspecified"	"I63.9"	13	331989	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Stroke, not specified as haemorrhage or infarction"	"I64"	49	331989	14.8
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Cerebral atherosclerosis"	"I67.2"	10	331989	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	22	331989	6.6
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Bacterial pneumonia, unspecified"	"J15.9"	21	331989	6.3
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Lobar pneumonia, unspecified"	"J18.1"	19	331989	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Pneumonia, unspecified"	"J18.9"	42	331989	12.7
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	26	331989	7.8
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	73	331989	22.0
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Asthma, unspecified"	"J45.9"	18	331989	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Interstitial pulmonary disease, unspecified"	"J84.9"	13	331989	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Vascular disorder of intestine, unspecified"	"K55.9"	10	331989	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Other and unspecified cirrhosis of liver"	"K74.6"	12	331989	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Chronic kidney disease, stage 5"	"N18.5"	11	331989	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Urinary tract infection, site not specified"	"N39.0"	23	331989	6.9
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Senility"	"R54"	11	331989	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Unspecified fall"	"W19"	25	331989	7.5
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	24	331989	7.2
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Female"	"F"	"White"	"2106-3"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	29	331989	8.7
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Male"	"M"	"Asian"	"A"	"Atherosclerotic heart disease"	"I25.1"	10	31392	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Male"	"M"	"Black or African American"	"2054-5"	"Septicaemia, unspecified"	"A41.9"	27	288327	9.4
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Male"	"M"	"Black or African American"	"2054-5"	"HIV disease resulting in multiple infections"	"B20.7"	10	288327	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Male"	"M"	"Black or African American"	"2054-5"	"HIV disease resulting in other specified conditions"	"B23.8"	10	288327	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Male"	"M"	"Black or African American"	"2054-5"	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	15	288327	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Male"	"M"	"Black or African American"	"2054-5"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	24	288327	8.3
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Male"	"M"	"Black or African American"	"2054-5"	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	11	288327	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Male"	"M"	"Black or African American"	"2054-5"	"Liver, unspecified - Malignant neoplasms"	"C22.9"	12	288327	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Male"	"M"	"Black or African American"	"2054-5"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	29	288327	10.1
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Male"	"M"	"Black or African American"	"2054-5"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	64	288327	22.2
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Male"	"M"	"Black or African American"	"2054-5"	"Malignant neoplasm of prostate"	"C61"	56	288327	19.4
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Male"	"M"	"Black or African American"	"2054-5"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	12	288327	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Male"	"M"	"Black or African American"	"2054-5"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	10	288327	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Male"	"M"	"Black or African American"	"2054-5"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	17	288327	Unreliable
	"2019"	"2019"	"Bronx County, NY"	"36005"	"Male"	"M"	"Black or African American"	"2054-5"	"Unspecified diabetes mellitus, without complications"	"E14.9"	42	288327	14.6
